institution,canvas_host,country,curated
Spectrum Academy,spectrumacademy.instructure.com,,0
Spelman College,spelman.instructure.com,,0
Spirit of Math Schools,spiritofmath.instructure.com,,0
Spoon River College,src.instructure.com,,0
Spring Hill College,shc.instructure.com,,0
ST ANDREW CATHOLIC SCHOOL,standrewcs.instructure.com,,0
St Andrew's Anglican College,saac.instructure.com,,0
St Andrews School,standrews.instructure.com,,0
St Brendan High School Parent Portal - Miami,stbrendanhigh.instructure.com,,0
St Clair High School,stclair.instructure.com,,0
St Felix School Southwold,stfelix.instructure.com,,0
St John Vianney HS,sjvhs.instructure.com,,0
St John's Grammar School,stjohnsgs.instructure.com,,0
St Johns College - Springfield,stjohnscollegespringfield.instructure.com,,0
St Johns River State College,sjrstate.instructure.com,,0
St Joseph by the Sea High School - Parent Access,josephsea.instructure.com,,0
St Joseph by the Sea High School - Teacher and Student Access,canvas.josephsea.org,,0
St Joseph High School,sjhsknights.instructure.com,,0
St Lawrence Catholic School Tampa,stlawrencecatholicschool.instructure.com,,0
St Luke's Anglican School,slas.instructure.com,,0
St Luke's Episcopal School - San Antonio,sles.instructure.com,,0
St Paul's Theological College - SPTC,sptc.instructure.com,,0
St Peter's Girls School,stpetersgirls.instructure.com,,0
St Stephen's Catholic College,cns-catholic.instructure.com,,0
St Thomas More School of Law and Business,stm.instructure.com,,0
St Vladimir's Orthodox Theological Seminary,svots.instructure.com,,0
St. Andrew's School,saintandrews.instructure.com,,0
"St. Andrew’s Episcopal School - Potomac, Maryland",saes.instructure.com,,0
St. Anne's-Belfield School,stannesbelfield.instructure.com,,0
St. Annes Episcopal School,st-annes.instructure.com,,0
St. Catherine University,stkate.instructure.com,,0
St. Catherine University - OTA,stkateonline.instructure.com,,0
St. Charles Preparatory,scprep.instructure.com,,0
St. Dominic College Of Asia,sdca.instructure.com,,0
St. Edward School,sesfi.instructure.com,,0
St. Edwards University,stedwards.instructure.com,,0
St. Francis Xavier Catholic School,stfrancisfortmyers.instructure.com,,0
St. George's Independent School,sgis.instructure.com,,0
St. George's School,sg.instructure.com,,0
St. Gregory the Great Catholic School,saintgreg.instructure.com,,0
St. Ignatius College Preparatory,canvas.siprep.org,,0
St. John's College High School,stjohnschs.instructure.com,,0
St. John's Preparatory School,stjohnsprep.instructure.com,,0
St. John's Seminary,stjohnsem.instructure.com,,0
St. John's University - STJ,stjohns.instructure.com,,0
St. Joseph Academy,sja1840.instructure.com,,0
St. Joseph Catholic Academy,kenoshastjoseph.instructure.com,,0
St. Joseph School of Nursing,sjhnh.instructure.com,,0
"St. Joseph's University, New York",sjcny.instructure.com,,0
St. Jude Graduate School,stjude.instructure.com,,0
St. Lawrence University,stlawu.instructure.com,,0
St. Louis University High School,sluh.instructure.com,,0
St. Mark The Evangelist Catholic School,stmarklions.instructure.com,,0
St. Mark's School,stmarksschool.instructure.com,,0
St. Mary's Academy,sma.instructure.com,,0
St. Mary's Seminary & University,stmarys.instructure.com,,0
St. Norbert College,snc.instructure.com,,0
St. Paul's School,stpaulsmd.instructure.com,,0
St. Pius X Catholic High School - SPX - Atlanta,stpius.instructure.com,,0
St. Thomas Aquinas High School,sta.instructure.com,,0
St. Thomas University,stu.instructure.com,,0
St. Ursula Academy,toledosua.instructure.com,,0
Stanfort Academy,stanfort.instructure.com,,0
Stanley College,stanleycollege.instructure.com,,0
Stanton University,stantonuni.instructure.com,,0
Stapleton Public School,stapletonschools.instructure.com,,0
STAR SCHOOLS,startech.instructure.com,,0
Starkville Academy,starkvilleacademy.instructure.com,,0
State College of Florida,scf.instructure.com,,0
State Technical College of Missouri,statetechmo.instructure.com,,0
Staten Island Academy,statenislandacademy.instructure.com,,0
Staunton City Schools,scpsva.instructure.com,,0
Steinerhøyskolen,rsuc.instructure.com,,0
STEM School Highlands Ranch,stem.instructure.com,,0
Stephens College,stephens.instructure.com,,0
Sterling College,sterling.instructure.com,,0
Stetson University,stetson.instructure.com,,0
Stevenson School Carmel Campus,stevensonschool.instructure.com,,0
Stillman College,stillman.instructure.com,,0
Stirling Institute of Australia,sia.instructure.com,,0
Stockholm School of Entrepreneurship,sses.instructure.com,,0
Stoke on Trent College,stokecoll.instructure.com,,0
Stone Child College,stonechildcollege.instructure.com,,0
Stonehill College,stonehill.instructure.com,,0
Stuart Public School,stuartbroncos.instructure.com,,0
Students - Snowy Mountains Grammar School - SMGS,smgs.instructure.com,,0
Students for Eco-Education and Agriculture - SEEAG - Learners,seeag.instructure.com,,0
Success Academy,success.instructure.com,,0
SUM Bible College & Theological Seminary,sum.instructure.com,,0
Summit Academy OIC - SAOIC,saoic.instructure.com,,0
Summit Christian Academy,summit-christian-academy.instructure.com,,0
Summit College,summitcollege.instructure.com,,0
Summit Learning Charter,summit.instructure.com,,0
Summit Pacific College,summitpacific.instructure.com,,0
Sumner College,sumner.instructure.com,,0
Sunway University,sunulearnx.instructure.com,,0
Support Education Group,seg.instructure.com,,0
Surat Thani Rajabhat University,istsru.instructure.com,,0
Surf Coast Secondary College,surfcoastsecondarycollege.instructure.com,,0
Sutter County Adult Education,sutter.instructure.com,,0
Swedish Institute,swedishinstitute.instructure.com,,0
Swedish Red Cross University College,rkh.instructure.com,,0
Sweet Briar College,sweetbriar.instructure.com,,0
Sycamore Community Schools Student Login - Ohio,sycamoreschools.instructure.com,,0
Sydney Boys High School,sydneyboyshigh.instructure.com,,0
Sydney Grammar School,sydgram.instructure.com,,0
Syracuse Arts Academy,syracuseartsacademy.instructure.com,,0
Sámi allaskuvla - Sámi University of applied sciences,samas.instructure.com,,0
Södertörn University,studiewebben.instructure.com,,0
Tabor College,tabor.instructure.com,,0
Taft College,taftcollege.instructure.com,,0
Taipei American School,taipeiamericanschool.instructure.com,,0
Tallahassee State College,tscfl.instructure.com,,0
Tamalpais Union HS District,tamdistrict.instructure.com,,0
Tampa Catholic High School,tampacatholic.instructure.com,,0
Tampa Jesuit High School,jesuittampa.instructure.com,,0
Tara Anglican School for Girls,taragirls.instructure.com,,0
Tarleton State University,tarleton.instructure.com,,0
Tax Academy Of Singapore,taxacademy.instructure.com,,0
Taylor College,mytaylortraining.instructure.com,,0
Taylor's University,taylors.instructure.com,,0
TCS Education System,tcsedsystem.instructure.com,,0
Te Kupenga Catholic Theological College,tci.instructure.com,,0
Teachers College,tc.instructure.com,,0
Technical College of the Rockies,tcr.instructure.com,,0
Technical College Reykjavik,tskoli.instructure.com,,0
Technology Excellence in Education Network,teen.instructure.com,,0
TEL Education,teleducation.instructure.com,,0
Temple City Unified- Teachers/Students,tcusd.instructure.com,,0
Teneo Education,teneo.instructure.com,,0
Tennesee Department of Education,tndoe.instructure.com,,0
Tennessee Wesleyan University,tnwesleyan.instructure.com,,0
Tepper School of Business,tepper.instructure.com,,0
Terra Academy,terraacademy.instructure.com,,0
Tes Institute,tes.instructure.com,,0
Teton Science Schools,tetonscience.instructure.com,,0
Texas A&M University - Texarkana - TAMUT,tamut.instructure.com,,0
Texas Chiropractic College,txchiro.instructure.com,,0
Texas EMS School,axon.instructure.com,,0
Texas Southern University,tsu.instructure.com,,0
Texas Southmost College,texassouthmostcollege.instructure.com,,0
Texas Tech K12,texastechk12.instructure.com,,0
Texas Tech University Health Sciences Center,ttuhsc.instructure.com,,0
Texas Wesleyan University,txwes.instructure.com,,0
Texas Woman's University,twu.instructure.com,,0
Thaddeus Stevens College of Technology,stevenscollege.instructure.com,,0
Thales Academy,thalesacademy.instructure.com,,0
The 7 Hills School,7hills.instructure.com,,0
The Academy of Contemporary Music,acm.instructure.com,,0
The Alexander Dawson School at Rainbow Mountain,adsrm.instructure.com,,0
The American School of Las Palmas [ASLP],aslp.instructure.com,,0
The American University in Cairo,aucegypt.instructure.com,,0
The Armidale School,armidale.instructure.com,,0
The Association of Theological Schools,atscoa.instructure.com,,0
The Australasian College of Phlebology,phlebology.instructure.com,,0
The Australian College of Physical Education,acpe.instructure.com,,0
The Baldwin School,baldwin.instructure.com,,0
The Bay School of San Francisco,bayschoolsf.instructure.com,,0
The Blake School,blake.instructure.com,,0
The Board of Trustees of the Leland Stanford Junior University,spcs.instructure.com,,0
The British School in the Netherlands,bsn.instructure.com,,0
The Brook Hill School,tbhs.instructure.com,,0
The Bryn Mawr School,brynmawr.instructure.com,,0
The Bush School,bush.instructure.com,,0
The Busy School Calgary,thebusyschool-canada.instructure.com,,0
The Chartered Institute of Export & International Trade,internationaltrade.instructure.com,,0
The Chicago Academy For The Arts,myacademy.instructure.com,,0
The Christ School,thechristschool.instructure.com,,0
"The Citadel, The Military College of South Carolina.",citadel.instructure.com,,0
The City and Guilds of London Institute,cityandguilds.instructure.com,,0
The Coding School,qxq.instructure.com,,0
The College of Idaho,cofi.instructure.com,,0
The College of Law,collaw.instructure.com,,0
The College of Legal Practice,collegalpractice.instructure.com,,0
The College of the Florida Keys,cfk.instructure.com,,0
The Dawson Academy,thedawsonacademy.instructure.com,,0
The Downtown School,downtownschool.instructure.com,,0
The Dwight School,dwight.instructure.com,,0
The Dyson Institute of Engineering and Technology,dysoninstitute.instructure.com,,0
The Eagle Academy Foundation,eagleinstitute.instructure.com,,0
The Einstein School,tesp.instructure.com,,0
The Engineering College,engineeringcollege.instructure.com,,0
The Episcopal Collegiate School,episcopalcollegiate.instructure.com,,0
The Evergreen School,evergreenschool.instructure.com,,0
The Far Eastern University Thailand,feuondemand.instructure.com,,0
The Football Business Academy,the-fba.instructure.com,,0
The Forest High School,theforest.instructure.com,,0
The Franklin School of Innovation,fsi.instructure.com,,0
The Freedom Institute,freedom.instructure.com,,0
The Girls' School Of Austin,thegirlsschool.instructure.com,,0
The Graduate School of Management and Education Technology,e-mbatech.instructure.com,,0
The Grayson School,thegraysonschool.instructure.com,,0
The Greene School,thegreeneschool.instructure.com,,0
The Grier School,grier.instructure.com,,0
The Hill School,academy.instructure.com,,0
The Hun School of Princeton,hunschool.instructure.com,,0
The Institute for Advanced Learning and Research,atdm.instructure.com,,0
The Institute for Business and Technology,mec.instructure.com,,0
The Institute of Knowledge,paulajasser.instructure.com,,0
The Institute of Ultrasound Diagnostics,iudmed.instructure.com,,0
The Irish School of Herbal Medicine,corecollege.instructure.com,,0
The Kids Research Institute Australia,telethonkids.instructure.com,,0
The King's Academy CA - TKACA,tkaca.instructure.com,,0
The Kinkaid School,kinkaid.instructure.com,,0
The Lawrenceville School,canvas.lawrenceville.org,,0
The Manchester College,tmc.instructure.com,,0
The Master's Academy,mastersacademy.instructure.com,,0
The Master's Academy International,tmai.instructure.com,,0
The Master's Seminary,tms.instructure.com,,0
The Master's University,masters.instructure.com,,0
The McGillis School,mcgillisschool.instructure.com,,0
The Meadows School,meadows.instructure.com,,0
The Miami Valley School,mvschool.instructure.com,,0
The Modern College of Design,moderncollegeofdesign.instructure.com,,0
The Mount Vernon School - Students/Staffs,canvas.mountvernonschool.org,,0
The New School,newschool.instructure.com,,0
The North Carolina Leadership Academy,thencla.instructure.com,,0
The Northwest School,thenorthwestschool.instructure.com,,0
THE OUT-OF-DOOR ACADEMY,oda.instructure.com,,0
The Project Academy,projectacademy.instructure.com,,0
The Quaker School at Horsham,tqs.instructure.com,,0
The Rivers School,rivers.instructure.com,,0
The Selwyn Institute,selwyninstitute.instructure.com,,0
The South Carolina Preparatory Academy,myscprep.instructure.com,,0
The Southern California High School Cycling League,socalleague.instructure.com,,0
The Taft School,taftschool.instructure.com,,0
The Tax Institute,taxinstitute.instructure.com,,0
The Tax Institute Higher Education,taxinstitutehighereducation.instructure.com,,0
The Tianjin Juilliard School,tianjinjuilliard.instructure.com,,0
The University of Arizona Global Campus,uagc.instructure.com,,0
The University of Melbourne Online - SIT,unimelb-online-sit.instructure.com,,0
The University of Olivet,uo.instructure.com,,0
The University of Perpetual Help System DALTA,perpetualdalta.instructure.com,,0
The University of Southern Mississippi,usm.instructure.com,,0
The University of Tampa,utampa.instructure.com,,0
The University of Texas at Austin High School,uths.instructure.com,,0
The University of Texas at Dallas - Development Instance,utdallasdev.instructure.com,,0
The University of Texas at Dallas - UT Dallas,utdallas.instructure.com,,0
The University of Texas at Tyler,uttyler.instructure.com,,0
The University of Texas-Arlington,uta.instructure.com,,0
The Webb School - Canvas Auth,webbschool.instructure.com,,0
The Whitfield School,whitfieldschool.instructure.com,,0
